area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_clean,lat,lon
Super built-up  Area,18-Dec,Hennur Road,2 BHK,DSeldpr,1052,2.0,1.0,34.72,2.0,1052.0,13.0351224,77.631944
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,,1045,2.0,1.0,45.0,2.0,1045.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,SrncyRe,1500,2.0,2.0,75.0,3.0,1500.0,12.9812262,77.6745845
Super built-up  Area,Ready To Move,Marsur,2 BHK,Asara S,497,1.0,1.0,20.0,2.0,497.0,12.7678915,77.7043732
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,1.0,53.57,2.0,1255.0,13.037077,77.6413572
Super built-up  Area,22-Jan,Vajarahalli,3 BHK,,1432,3.0,2.0,79.0,3.0,1432.0,12.8774369,77.5447414
Built-up  Area,Ready To Move,Kundalahalli,3 Bedroom,Roima A,2100,3.0,2.0,150.0,3.0,2100.0,12.977594,77.7155586
Built-up  Area,Ready To Move,Hennur Road,2 BHK,Eltert ,1450,2.0,2.0,80.0,2.0,1450.0,13.0351224,77.631944
Super built-up  Area,18-May,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,69.61,2.0,1346.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Assha A,925,2.0,1.0,49.82,3.0,925.0,12.8473999,77.6724452
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,,1160,2.0,2.0,49.0,2.0,1160.0,13.0432607,77.5125535
Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1094,2.0,2.0,54.0,2.0,1094.0,12.8701259,77.5820178
Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,,1500,3.0,3.0,90.0,3.0,1500.0,12.9813697,77.7086129
Built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745,3.0,2.0,130.0,3.0,1745.0,12.8856635,77.5416809
Built-up  Area,Ready To Move,Bommanahalli,7 Bedroom,,2875,7.0,,85.0,7.0,2875.0,12.9034581,77.6230028
Super built-up  Area,Ready To Move,Byadarahalli,4 BHK,ETntsce,3500,3.0,3.0,425.0,4.0,3500.0,12.9779094,77.484086
Super built-up  Area,Ready To Move,Sonnenahalli,3 BHK,AdtusAn,1550,3.0,1.0,50.0,3.0,1550.0,12.9433048,77.4801187
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340,5.0,1.0,160.0,4.0,2340.0,13.0529919,77.5842533
Super built-up  Area,19-Mar,Whitefield,3 BHK,Prtates,1655,3.0,2.0,113.0,3.0,1655.0,12.9957428,77.7579489
Super built-up  Area,19-Jan,Battarahalli,3 BHK,PaontWa,2024,3.0,2.0,103.0,3.0,2024.0,13.015119,77.7094485
Built-up  Area,Ready To Move,Siddapura,4 Bedroom,PrstaLa,3100,5.0,0.0,425.0,4.0,3100.0,12.9464207,77.5920877
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,AFe 3Ph,1575,4.0,3.0,100.0,3.0,1575.0,13.0394104,77.5197351
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,6200,4.0,2.0,744.0,4.0,6200.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082,2.0,1.0,55.0,3.0,1082.0,12.8822711,77.4606466
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Jancyva,1265,2.0,3.0,55.0,3.0,1265.0,12.9140788,77.6188862
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,1160,2.0,1.0,65.0,2.0,1160.0,13.0302592,77.6935252
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,67.4,2.0,1246.0,12.8699226,77.6272278
Super built-up  Area,19-Mar,Hosa Road,1 BHK,Skume R,615,1.0,1.0,43.08,1.0,615.0,12.8704543,77.6539943
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Prhna S,1128,2.0,1.0,60.0,2.0,1128.0,12.9119693,77.5882043
Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1830,3.0,3.0,89.89,3.0,1830.0,12.9320495,77.6842915
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,,1525,2.0,2.0,68.0,3.0,1525.0,12.9694037,77.5870258
Super built-up  Area,18-Jan,Yelahanka,1 BHK,Prensya,602,2.0,1.0,30.0,1.0,602.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Golmsn ,1835,3.0,3.0,89.0,3.0,1835.0,13.0720352,77.6333905
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1250,3.0,3.0,62.6,3.0,1250.0,12.8856913,77.5526564
Plot  Area,Ready To Move,Subhash Nagar,4 Bedroom,,1200,4.0,1.0,110.0,4.0,1200.0,12.9899856,77.5719656
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,Vestas ,1855,3.0,3.0,96.0,3.0,1855.0,12.9589406,77.6555917
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,60.91,3.0,1450.0,12.8856913,77.5526564
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PraleSi,2089,3.0,2.0,148.0,3.0,2089.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,2.0,56.0,3.0,1464.0,12.9018012,77.6641767
Plot  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,,4800,3.0,2.0,200.0,4.0,4800.0,12.8849238,77.5154846
Built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,44.73,2.0,1200.0,12.8742536,77.6260073
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Coa 3t ,1095,2.0,1.0,45.0,2.0,1095.0,12.9694037,77.5870258
Plot  Area,Ready To Move,Ambedkar Nagar,3 Bedroom,Thessrm,2900,3.0,2.0,297.0,3.0,2900.0,12.9798531,77.7541055
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Saarlth,2500,3.0,2.0,345.0,3.0,2500.0,12.9140788,77.6188862
Built-up  Area,Ready To Move,Kothanur,3 BHK,EiionCa,1170,3.0,2.0,80.0,3.0,1170.0,12.8701259,77.5820178
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1280,2.0,1.0,88.0,2.0,1280.0,12.9071324,77.5734008
Super built-up  Area,18-Jul,Rajaji Nagar,2 BHK,Puwerun,1224,2.0,0.0,105.0,2.0,1224.0,12.9945063,77.554298
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1694,3.0,1.0,125.0,3.0,1694.0,13.0522499,77.6316152
Super built-up  Area,Ready To Move,Electronic City,2 BHK,KBityo ,825,2.0,1.0,30.0,2.0,825.0,12.8487599,77.648253
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1612,3.0,1.0,98.38,3.0,1612.0,12.9244884,77.6451418
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,985,2.0,1.0,25.12,2.0,985.0,12.8009043,77.7114908
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Sahtsi ,1175,2.0,2.0,75.0,2.0,1175.0,12.9589406,77.6555917
Plot  Area,Ready To Move,Sunkadakatte,1 Bedroom,,600,1.0,0.0,24.0,1.0,600.0,12.9951556,77.5022163
Built-up  Area,Ready To Move,Whitefield,3 BHK,SneurGr,1740,3.0,3.0,85.0,3.0,1740.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Carmelaram,3 BHK,DSensn ,1770,3.0,2.0,99.0,3.0,1770.0,12.9111998,77.7065133
Super built-up  Area,18-Aug,Horamavu Agara,2 BHK,S2ionrn,1090,2.0,1.0,46.0,2.0,1090.0,13.0367725,77.6549479
Plot  Area,Ready To Move,Vasanth nagar,6 Bedroom,,2295,3.0,0.0,650.0,6.0,2295.0,12.9921738,77.591459
Built-up  Area,Ready To Move,Whitefield,5 Bedroom,,4144,5.0,1.0,331.0,5.0,4144.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Jogupalya,3 BHK,Ranor M,1800,3.0,1.0,130.0,3.0,1800.0,12.9746882,77.628026
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1221,3.0,3.0,65.0,3.0,1221.0,12.7764978,77.6326204
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,Maian M,1046,2.0,1.0,48.0,2.0,1046.0,12.9104062,77.5951099
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1290,2.0,3.0,56.12,3.0,1290.0,12.9055682,77.5455438
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1065,2.0,1.0,30.76,2.0,1065.0,12.8473999,77.6724452
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850,4.0,2.0,121.0,3.0,1850.0,12.9798531,77.7541055
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,SraveHi,1097,2.0,1.0,49.0,2.0,1097.0,13.015119,77.7094485
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Mykyayi,1200,3.0,2.0,70.0,2.0,1200.0,12.8658068,77.5911918
Super built-up  Area,Ready To Move,Varthur,3 BHK,,2160,3.0,2.0,170.0,3.0,2160.0,12.9406508,77.746988
Super built-up  Area,18-May,Anekal,2 BHK,Aavelis,1140,2.0,2.0,52.0,2.0,1140.0,12.7836552,77.7461411
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1297,2.0,2.0,98.0,2.0,1297.0,13.0170955,77.4829741
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Shers S,1150,2.0,0.0,50.0,2.0,1150.0,12.9181024,77.5576638
Super built-up  Area,Ready To Move,Kuvempu Nagar,2 BHK,,1375,2.0,1.0,45.0,2.0,1375.0,12.9144469,77.6137532
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,Veisear,1245,2.0,2.0,58.0,2.0,1245.0,13.0283523,77.650469
Super built-up  Area,18-Mar,Vasanth nagar,4 BHK,Prian E,4750,6.0,1.0,948.0,4.0,4750.0,12.9921738,77.591459
Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,,1800,3.0,0.0,180.0,4.0,1800.0,12.9512353,77.519054
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Mapleer,1594,3.0,2.0,140.0,3.0,1594.0,12.9652094,77.717936
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.0,3.0,1200.0,13.0105743,77.6932572
Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1.0,645.0,12.8009043,77.7114908
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700,2.0,2.0,36.0,2.0,700.0,12.8856913,77.5526564
Built-up  Area,Ready To Move,Rajaji Nagar,5 Bedroom,,2500,4.0,0.0,650.0,5.0,2500.0,12.9945063,77.554298
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Arnis A,1000,2.0,0.0,50.0,2.0,1000.0,12.932582,77.5162034
Plot  Area,Ready To Move,Whitefield,6 Bedroom,Adowslm,4000,5.0,1.0,540.0,6.0,4000.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Begur Road,2 BHK,,1160,2.0,2.0,42.0,2.0,1160.0,12.8742536,77.6260073
Plot  Area,Ready To Move,Uday Nagar,6 Bedroom,,1200,6.0,0.0,85.0,6.0,1200.0,12.9908579,77.6718143
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1290,2.0,2.0,88.0,2.0,1290.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,,1200,2.0,1.0,44.4,2.0,1200.0,12.8899174,77.6396808
Super built-up  Area,20-Apr,Langford Gardens,3 BHK,Soond R,2777.29,5.0,2.0,649.0,3.0,2777.29,12.9631709,77.598018
Super built-up  Area,Ready To Move,Shanti Nagar,3 BHK,VentsAp,2250,3.0,0.0,180.0,3.0,2250.0,12.9555367,77.5924278
Built-up  Area,Ready To Move,Defence Colony,2 BHK,Inshath,1270,2.0,,172.0,2.0,1270.0,12.976171,77.6435315
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1065,2.0,1.0,30.75,2.0,1065.0,12.8473999,77.6724452
Built-up  Area,18-Mar,Whitefield,3 BHK,MKensi ,1650,3.0,2.0,48.0,3.0,1650.0,12.9957428,77.7579489
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1371,2.0,1.0,86.0,2.0,1371.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1575,3.0,1.0,94.5,3.0,1575.0,12.8487599,77.648253
Super built-up  Area,18-Jan,Yelahanka,2 BHK,Prensya,1362,2.0,2.0,66.0,2.0,1362.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255,3.0,1.0,90.0,3.0,1255.0,12.9018012,77.6641767
Super built-up  Area,Ready To Move,Whitefield,2 BHK,,925,2.0,1.0,35.0,2.0,925.0,12.9957428,77.7579489
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,DSrry S,1088,2.0,1.0,30.46,2.0,1088.0,12.8401734,77.6595099
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,NCowsar,1234,2.0,2.0,80.0,2.0,1234.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PraleSi,2140,3.0,2.0,139.0,3.0,2140.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,1584,3.0,2.0,101.0,3.0,1584.0,12.9547872,77.7213154
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BMttaor,1175,2.0,2.0,50.0,2.0,1175.0,12.9957428,77.7579489
Super built-up  Area,18-Jul,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1.0,645.0,12.8009043,77.7114908
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,Vandaac,1585,2.0,2.0,79.0,3.0,1585.0,12.9725581,77.692858
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,,1354,2.0,2.0,71.0,2.0,1354.0,12.8658068,77.5911918
Super built-up  Area,18-Jun,Madiwala,2 BHK,,1165,2.0,2.0,45.0,2.0,1165.0,12.9218931,77.6177348
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Mahosya,1740,2.0,1.0,137.0,3.0,1740.0,13.0382184,77.5919
Super built-up  Area,20-Dec,Rachenahalli,2 BHK,AsNowre,985,2.0,1.0,50.17,2.0,985.0,13.0588586,77.6232576
Plot  Area,18-Nov,Chandapura,2 Bedroom,,1200,2.0,1.0,36.0,2.0,1200.0,12.8009043,77.7114908
Plot  Area,Ready To Move,Kattigenahalli,3 Bedroom,,600,4.0,2.0,70.0,3.0,600.0,13.1177735,77.6261222
Super built-up  Area,20-Aug,Begur Road,3 BHK,Pruthg ,1583,3.0,1.0,95.23,3.0,1583.0,12.8742536,77.6260073
Plot  Area,Ready To Move,"Beml layout, Rajarajeshwari nagar",4 Bedroom,,1200,5.0,,325.0,4.0,1200.0,12.9196528,77.5202202
Plot  Area,Ready To Move,Basaveshwara Nagar,2 Bedroom,,1200,1.0,1.0,180.0,2.0,1200.0,12.9932739,77.5388099
Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,PrarePa,1115 - 1130,2.0,0.0,61.74,2.0,1122.5,12.9426506,77.6027253
Super built-up  Area,17-Dec,Thanisandra,3 BHK,Bhmesy ,1573,3.0,2.0,100.0,3.0,1573.0,13.0522499,77.6316152
Super built-up  Area,18-Jan,CV Raman Nagar,2 BHK,,1227,2.0,2.0,42.88,2.0,1227.0,12.9855509,77.668072
Super built-up  Area,Ready To Move,Yemlur,2 BHK,Saensar,1210,2.0,1.0,60.0,2.0,1210.0,12.9438959,77.6783535
Super built-up  Area,19-Feb,Basavangudi,3 BHK,,1650,3.0,3.0,125.0,3.0,1650.0,12.9421868,77.5742576
Plot  Area,Ready To Move,Chikkalasandra,5 Bedroom,,1000,4.0,2.0,300.0,5.0,1000.0,12.9121916,77.5476337
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Nencei ,1485,2.0,2.0,63.0,3.0,1485.0,12.932582,77.5162034
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,DSimaUl,1735,3.0,2.0,97.0,3.0,1735.0,12.9018012,77.6641767
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1730,3.0,2.0,175.0,3.0,1730.0,13.050194,77.6075951
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,Spngsin,1684,3.0,2.0,86.0,3.0,1684.0,12.9118559,77.6516888
Super built-up  Area,Ready To Move,Sai Gardens,3 BHK,Alivae ,1686,3.0,3.0,77.0,3.0,1686.0,12.9467591,77.6760671
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1600,3.0,3.0,105.0,3.0,1600.0,12.9269039,77.6701877
Built-up  Area,Ready To Move,KR Puram,2 BHK,,1100,2.0,1.0,39.9,2.0,1100.0,13.007516,77.695935
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1655,3.0,3.0,95.0,3.0,1655.0,12.9426506,77.6027253
Super built-up  Area,Ready To Move,Hennur,3 BHK,Bront A,1830,3.0,3.0,121.0,3.0,1830.0,13.037077,77.6413572
Super built-up  Area,18-Apr,Hebbal,3 BHK,Arcia S,1430,3.0,1.0,85.0,3.0,1430.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,Judicial Layout,3 BHK,HRnyaAn,1989,4.0,3.0,155.0,3.0,1989.0,13.0837692,77.5860438
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MamelKa,1044,2.0,2.0,55.0,2.0,1044.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Sksia A,1426,3.0,2.0,85.0,3.0,1426.0,12.9278196,77.556621
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRhtiru,1115,2.0,2.0,50.0,2.0,1115.0,12.8883623,77.6799727
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prdomt ,1000,2.0,1.0,29.0,2.0,1000.0,13.1006982,77.5963454
Plot  Area,18-Jan,Kathriguppe,2 Bedroom,,754,2.0,0.0,69.99,2.0,754.0,12.929217,77.549692
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1140,2.0,1.0,33.06,2.0,1140.0,12.8473999,77.6724452
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,,900,2.0,1.0,35.0,2.0,900.0,12.8966996,77.6124269
Built-up  Area,Ready To Move,Gulakamale,2 BHK,SLenssh,1200,2.0,3.0,50.0,2.0,1200.0,12.8037601,77.5284309
Built-up  Area,Ready To Move,Malleshwaram,1 BHK,Aaentpa,580,1.0,1.0,45.0,1.0,580.0,13.0027353,77.5703253
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.0,3.0,1200.0,13.0105743,77.6932572
Super built-up  Area,Ready To Move,Koramangala,3 BHK,,1910,4.0,3.0,150.0,3.0,1910.0,12.9357366,77.624081
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,125.0,3.0,1724.0,12.977594,77.7155586
Plot  Area,Ready To Move,Konanakunte Cross,3 Bedroom,,1200,2.0,2.0,130.0,3.0,1200.0,12.890447,77.5640809
Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,,1314,2.0,0.0,225.0,2.0,1314.0,12.9945063,77.554298
Built-up  Area,Ready To Move,Kothanur,2 BHK,Bisic C,1400,2.0,2.0,65.0,2.0,1400.0,12.8701259,77.5820178
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1400,2.0,2.0,68.0,3.0,1400.0,12.9812262,77.6745845
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,,1115,2.0,2.0,44.6,2.0,1115.0,12.8773486,77.6028031
Built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1300,2.0,2.0,55.86,2.0,1300.0,12.9898432,77.6103341
Built-up  Area,Ready To Move,Arishinakunte,4 Bedroom,,2400,4.0,1.0,150.0,4.0,2400.0,13.0784775,77.4225682
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1332,2.0,1.0,108.0,2.0,1332.0,12.8856913,77.5526564
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1000,2.0,1.0,41.0,2.0,1000.0,13.0784176,77.5245316
Plot  Area,18-Dec,Whitefield,3 Bedroom,,1200,3.0,2.0,67.75,3.0,1200.0,12.9957428,77.7579489
Built-up  Area,Ready To Move,Whitefield,4 BHK,,2444,4.0,,145.0,4.0,2444.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,48.0,2.0,1070.0,12.8487599,77.648253
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Reciale,1600,3.0,1.0,85.0,3.0,1600.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1196,2.0,2.0,57.95,2.0,1196.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,2.0,1.0,54.0,2.0,1025.0,12.8487599,77.648253
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,GRhtiru,1220,3.0,2.0,56.0,3.0,1220.0,12.8883623,77.6799727
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180,4.0,3.0,180.0,3.0,2180.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Jakkasandra,3 BHK,LuntsAp,1600,3.0,2.0,102.0,3.0,1600.0,12.9206827,77.6357104
Built-up  Area,Ready To Move,Whitefield,2 BHK,Mithmn ,1270,2.0,1.0,110.0,2.0,1270.0,12.9957428,77.7579489
Built-up  Area,Ready To Move,Shanthala Nagar,3 BHK,,3290,4.0,,460.0,3.0,3290.0,12.9714173,77.5994394
Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1932.47,3.0,2.0,183.0,3.0,1932.47,13.0784743,77.6068938
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2086,3.0,2.0,160.0,3.0,2086.0,13.0394104,77.5197351
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1165,2.0,1.0,51.42,2.0,1165.0,13.0069152,77.6882534
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1310,3.0,1.0,63.25,3.0,1310.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1440,2.0,2.0,165.0,2.0,1440.0,12.9945063,77.554298
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1900,3.0,2.0,85.0,3.0,1900.0,12.8401734,77.6595099
Built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,740,1.0,1.0,22.0,2.0,740.0,12.8009043,77.7114908
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2503,3.0,3.0,138.0,3.0,2503.0,13.0176937,77.5555009
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075,2.0,2.0,60.0,2.0,1075.0,12.9010682,77.5859397
Super built-up  Area,18-Aug,Bellandur,2 BHK,NiCodCa,1260,2.0,2.0,83.5,2.0,1260.0,12.9320495,77.6842915
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1282,2.0,1.0,48.72,3.0,1282.0,13.1006982,77.5963454
Built-up  Area,Ready To Move,Tumkur Road,4 Bedroom,,1100,2.0,1.0,60.0,4.0,1100.0,13.0161949,77.556284
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717,3.0,3.0,125.0,3.0,1717.0,12.9269039,77.6701877
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Vaderla,1335,2.0,1.0,56.0,3.0,1335.0,12.932582,77.5162034
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Unentsi,1200,2.0,1.0,42.0,2.0,1200.0,13.0766407,77.5577315
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,,1325,2.0,2.0,60.0,3.0,1325.0,12.9899098,77.7011259
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,BSensth,1157,2.0,1.0,73.0,2.0,1157.0,12.9096941,77.5866067
Super built-up  Area,21-Dec,KR Puram,4 BHK,Moquach,2204 - 2362,,,121.0,4.0,2283.0,13.007516,77.695935
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1200,2.0,1.0,54.0,2.0,1200.0,13.0621474,77.5800614
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Cemesal,1510,2.0,2.0,65.0,3.0,1510.0,12.993111,77.6666772
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1050,2.0,2.0,54.0,2.0,1050.0,12.9034581,77.6230028
Super built-up  Area,Ready To Move,Chikkadunnasandra,2 BHK,Kr 10Ca,1200,2.0,2.0,45.0,2.0,1200.0,12.8501962,77.7742942
Plot  Area,Ready To Move,Indira Nagar,6 Bedroom,,2400,6.0,2.0,475.0,6.0,2400.0,12.9732913,77.6404672
Super built-up  Area,18-Dec,Channasandra,2 BHK,MVisear,1050,2.0,1.0,44.41,2.0,1050.0,12.9872969,77.7538838
Plot  Area,Ready To Move,Hegde Nagar,2 Bedroom,,1000,2.0,0.0,66.0,2.0,1000.0,13.0720352,77.6333905
Super built-up  Area,18-Mar,9th Phase JP Nagar,2 BHK,,1050,2.0,2.0,35.0,2.0,1050.0,12.9110032,77.5788747
Super built-up  Area,Ready To Move,BEML Layout,2 BHK,,1194,2.0,1.0,65.0,2.0,1194.0,12.9611099,77.7164738
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SuezeLa,1660,3.0,1.0,110.0,3.0,1660.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Rintspa,1410,2.0,3.0,125.0,2.0,1410.0,13.0027353,77.5703253
Super built-up  Area,18-Jun,Electronics City Phase 1,2 BHK,Shitt S,1305,2.0,1.0,67.0,2.0,1305.0,12.8401734,77.6595099
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Malmser,1206,2.0,3.0,53.0,2.0,1206.0,12.9426506,77.6027253
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,49.0,2.0,883.0,12.8822711,77.4606466
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Amarere,1150,2.0,2.0,55.0,2.0,1150.0,12.9426506,77.6027253
Carpet  Area,Ready To Move,Dinnur,2 BHK,Gaaran ,1100,2.0,,65.0,2.0,1100.0,13.0268586,77.5985884
Super built-up  Area,Ready To Move,Banashankari Stage II,2 BHK,,1245,2.0,1.0,125.0,2.0,1245.0,12.8849238,77.5154846
Built-up  Area,Ready To Move,Cooke Town,3 BHK,Sillaa ,1850,3.0,3.0,110.0,3.0,1850.0,13.0021998,77.6251814
Built-up  Area,18-Mar,Hoodi,4 Bedroom,,3385,4.0,1.0,220.0,4.0,3385.0,12.9959233,77.7192796
Super built-up  Area,Ready To Move,Sompura,4 BHK,Suiseit,2150,3.0,2.0,85.0,4.0,2150.0,12.8778283,77.4972385
Super built-up  Area,Ready To Move,Hebbal,3 BHK,RMudeat,3895,3.0,1.0,390.0,3.0,3895.0,13.0382184,77.5919
